Description;DistinguishedName;Enabled;GivenName;Name;ObjectClass;ObjectGUID;SamAccountName;Surname;UserPrincipalName
Marlies Ehrmann, Sekundar;CN=marlies.ehrmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marlies;marlies.ehrmann;user;2db188d2-d13b-48d8-86f1-8766262703eb;marlies.ehrmann;Ehrmann;m.ehrmann@mail.xyz
Olivia Ehrmann, Sekundar;CN=olivia.ehrmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Olivia;olivia.ehrmann;user;ce44e9cf-e8e9-43a5-b9e6-864685ce4b9e;olivia.ehrmann;Ehrmann;olivia.ehrmann@mail.xyz
Alissa Eibl, Sekundar;CN=alissa.eibl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alissa;alissa.eibl;user;5f474178-a1d8-4899-8c5a-f921b952f56b;alissa.eibl;Eibl;alissa.eibl@mail.xyz
Stephanie Eibl, Sekundar;CN=stephanie.eibl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Stephanie;stephanie.eibl;user;1e4618ba-934b-4ecf-b3ed-3f3ef72193d8;stephanie.eibl;Eibl;stephanie.eibl@mail.xyz
Alyssa Eichhorn, Sekundar;CN=alyssa.eichhorn,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alyssa;alyssa.eichhorn;user;b400ab42-80bd-4412-9ba0-51abbe85ae3c;alyssa.eichhorn;Eichhorn;alyssa.eichhorn@mail.xyz
Ralf Eichhorn, Sekundar;CN=ralf.eichhorn,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ralf;ralf.eichhorn;user;3d9383b0-bfc8-4055-8976-722b21f4cb8d;ralf.eichhorn;Eichhorn;r.eichhorn@mail.xyz
Bernt Elliott, Sekundar;CN=bernt.elliott,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bernt;bernt.elliott;user;52d8d152-fbf0-45e1-a3e5-931d003ab8b7;bernt.elliott;Elliott;b.elliott@mail.xyz
Juri Elsner, Sekundar;CN=juri.elsner,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Juri;juri.elsner;user;45d8a531-5450-4cd1-affa-76caa1baf65f;juri.elsner;Elsner;j.elsner@mail.xyz
Ruediger Emmerich, Sekundar;CN=ruediger.emmerich,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ruediger;ruediger.emmerich;user;9e028eee-22ed-44b2-8ac6-1eaad7905a8b;ruediger.emmerich;Emmerich;ruediger.emmerich@mail.xyz
Karin Enders, Sekundar;CN=karin.enders,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karin;karin.enders;user;e583919e-67e6-4ac5-92bd-6f5f70afc515;karin.enders;Enders;karin.enders@mail.xyz
Julien Endres, Sekundar;CN=julien.endres,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Julien;julien.endres;user;6ae5102f-8a96-477a-b2b0-bce6ab10ba99;julien.endres;Endres;julien.endres@mail.xyz
Helene Engel, Sekundar;CN=helene.engel,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Helene;helene.engel;user;8faf26e3-6285-405d-aae5-04831acbf808;helene.engel;Engel;helene.engel@mail.xyz
Magnus Engelhard, Sekundar;CN=magnus.engelhard,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Magnus;magnus.engelhard;user;fc3193ce-4e2c-4bbc-b623-6cdf24c9eb6f;magnus.engelhard;Engelhard;m.engelhard@mail.xyz
Finja Engelhardt, Sekundar;CN=finja.engelhardt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Finja;finja.engelhardt;user;49f416ee-3df4-411e-a3f8-1a69730222a9;finja.engelhardt;Engelhardt;keineMailAddy
Jannes Engelhardt, Sekundar;CN=jannes.engelhardt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jannes;jannes.engelhardt;user;77e18800-2473-46b8-bdef-3932d70ffa9f;jannes.engelhardt;Engelhardt;keineMailAddy
Marlene Engelhardt, Sekundar;CN=marlene.engelhardt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marlene;marlene.engelhardt;user;070aca94-cd44-460e-a1a9-109e20685bda;marlene.engelhardt;Engelhardt;marlene.engelhardt@mail.xyz
Yvonne Engelhardt, Sekundar;CN=yvonne.engelhardt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Yvonne;yvonne.engelhardt;user;297366d1-fad7-4351-81d9-493675f56036;yvonne.engelhardt;Engelhardt;yvonne.engelhardt@mail.xyz
Sylvia Engelmann, Sekundar;CN=sylvia.engelmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sylvia;sylvia.engelmann;user;680b4629-1c01-4bd7-99c8-0ec94ae4c6f2;sylvia.engelmann;Engelmann;s.engelmann@mail.xyz
Sara Engler, Sekundar;CN=sara.engler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sara;sara.engler;user;83ce121b-5500-46f4-b738-9524948676af;sara.engler;Engler;keineMailAddy
Joern Erickson, Sekundar;CN=joern.erickson,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joern;joern.erickson;user;e665ec3b-267d-4fac-89da-e8657e6575d2;joern.erickson;Erickson;j.erickson@mail.xyz
Aileen Ernst, Sekundar;CN=aileen.ernst,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Aileen;aileen.ernst;user;a6888cdb-86d4-49c8-accf-11084fc17879;aileen.ernst;Ernst;aileen.ernst@mail.xyz
Aylin Ernst, Sekundar;CN=aylin.ernst,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Aylin;aylin.ernst;user;b76348e2-d105-4e8c-9b79-9503e7bba81c;aylin.ernst;Ernst;aylin.ernst@mail.xyz
Henry Ernst, Sekundar;CN=henry.ernst,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Henry;henry.ernst;user;453225f5-6982-449e-ad46-00c30f990de2;henry.ernst;Ernst;keineMailAddy
Luc Ernst, Sekundar;CN=luc.ernst,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Luc;luc.ernst;user;3f03d14a-ed40-446e-b33b-11d7d094897a;luc.ernst;Ernst;luc.ernst@mail.xyz
Rosemarie Ernst, Sekundar;CN=rosemarie.ernst,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rosemarie;rosemarie.ernst;user;561ea34b-4d28-436c-bbf2-e8a4f3ed8905;rosemarie.ernst;Ernst;r.ernst@mail.xyz
Janine Esser, Sekundar;CN=janine.esser,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Janine;janine.esser;user;a20b83c0-98d8-44cc-9f7c-9cf5a0eaab28;janine.esser;Esser;j.esser@mail.xyz
Andreas Euler, Sekundar;CN=andreas.euler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Andreas;andreas.euler;user;2bb28d93-69b8-42df-9dca-fcc58c60ebaa;andreas.euler;Euler;a.euler@mail.xyz
Marta Euler, Sekundar;CN=marta.euler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marta;marta.euler;user;3ac27bec-2a0d-47ad-b8a9-bf02609e89a8;marta.euler;Euler;m.euler@mail.xyz
Werner Euler, Sekundar;CN=werner.euler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Werner;werner.euler;user;228dd10c-f270-40b0-b4c8-02c03c76b0b7;werner.euler;Euler;werner.euler@mail.xyz
Leander Evans, Sekundar;CN=leander.evans,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Leander;leander.evans;user;14ea94c3-a803-476b-8ee4-da57a2679625;leander.evans;Evans;l.evans@mail.xyz
Smilla Ewald, Sekundar;CN=smilla.ewald,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Smilla;smilla.ewald;user;cd7b95ac-0556-4928-8477-26b0e7e89c9f;smilla.ewald;Ewald;s.ewald@mail.xyz
Willy Ewald, Sekundar;CN=willy.ewald,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Willy;willy.ewald;user;fd9de84e-49ae-445b-aa61-139d5302d958;willy.ewald;Ewald;keineMailAddy
Niels Exner, Sekundar;CN=niels.exner,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Niels;niels.exner;user;1ab6f18f-ee23-4349-a0e1-6ba251470ebb;niels.exner;Exner;keineMailAddy
Ulrike Exner, Sekundar;CN=ulrike.exner,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ulrike;ulrike.exner;user;1e36945f-83d3-46bb-aaff-459f6038e284;ulrike.exner;Exner;u.exner@mail.xyz
Conner Fahl, Sekundar;CN=conner.fahl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Conner;conner.fahl;user;72adf55c-e879-484f-b11a-3f4cfcbdbdf8;conner.fahl;Fahl;keineMailAddy
Daniela Fahl, Sekundar;CN=daniela.fahl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Daniela;daniela.fahl;user;e835d164-374c-4f13-a96d-e15f49618e94;daniela.fahl;Fahl;keineMailAddy
Doris Fahl, Sekundar;CN=doris.fahl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Doris;doris.fahl;user;30ae8c99-615a-43cf-9ad3-e8a80642b6ed;doris.fahl;Fahl;d.fahl@mail.xyz
Irmgard Fahl, Sekundar;CN=irmgard.fahl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Irmgard;irmgard.fahl;user;8b5d1f46-aad8-45aa-90e9-39933d5e9c4c;irmgard.fahl;Fahl;irmgard.fahl@mail.xyz
Meike Fahl, Sekundar;CN=meike.fahl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Meike;meike.fahl;user;95d648a8-88d9-4873-a73c-33392fdb7130;meike.fahl;Fahl;keineMailAddy
Aleyna Fahr, Sekundar;CN=aleyna.fahr,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Aleyna;aleyna.fahr;user;1d369a01-d481-4cc4-896c-b4668cc0deb6;aleyna.fahr;Fahr;aleyna.fahr@mail.xyz
Lina Fahr, Sekundar;CN=lina.fahr,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lina;lina.fahr;user;4e89d641-e544-431c-8c90-e9eb59c6dd51;lina.fahr;Fahr;keineMailAddy
Hartmut Falk, Sekundar;CN=hartmut.falk,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hartmut;hartmut.falk;user;4f6752b2-98c6-43af-aec6-6f278d32cee4;hartmut.falk;Falk;hartmut.falk@mail.xyz
Karl Falk, Sekundar;CN=karl.falk,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karl;karl.falk;user;f9499140-cda9-4eb0-8d0d-3b3f73765ac1;karl.falk;Falk;karl.falk@mail.xyz
Leonardo Falk, Sekundar;CN=leonardo.falk,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Leonardo;leonardo.falk;user;743e6abe-41b1-4b42-88ff-f6795ba7a3f9;leonardo.falk;Falk;keineMailAddy
Ricardo Falke, Sekundar;CN=ricardo.falke,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ricardo;ricardo.falke;user;2c22df4d-513a-4849-aeb2-e5d6c7c6b356;ricardo.falke;Falke;keineMailAddy
Filip Falkenberg, Sekundar;CN=filip.falkenberg,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Filip;filip.falkenberg;user;38417f5e-3ae8-4084-9d45-e9ea4554a660;filip.falkenberg;Falkenberg;filip.falkenberg@mail.xyz
Irmgart Falkenberg, Sekundar;CN=irmgart.falkenberg,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Irmgart;irmgart.falkenberg;user;2b8fcc0d-ecc3-4928-a803-e586bf0c3c11;irmgart.falkenberg;Falkenberg;i.falkenberg@mail.xyz
Jana Falter, Sekundar;CN=jana.falter,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jana;jana.falter;user;aea4f7ec-aa27-4042-94da-70609d91d14a;jana.falter;Falter;keineMailAddy
Karlo Faerber, Sekundar;CN=karlo.faerber,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karlo;karlo.faerber;user;891e72b9-e4cf-4e0c-ba6e-e9c2cbca982a;karlo.faerber;Faerber;karlo.faerber@mail.xyz
Lyn Faerber, Sekundar;CN=lyn.faerber,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lyn;lyn.faerber;user;52af9c81-68aa-4e02-a4d7-72bab402e08b;lyn.faerber;Faerber;lyn.faerber@mail.xyz
Carl Farmer, Sekundar;CN=carl.farmer,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carl;carl.farmer;user;bbae2ca4-1746-4492-9d76-273cb11bded6;carl.farmer;Farmer;carl.farmer@mail.xyz
Jaqueline Fassbender, Sekundar;CN=jaqueline.fassbender,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jaqueline;jaqueline.fassbender;user;6847807c-b13c-4ab5-a525-5350b2c6e3de;jaqueline.fassbender;Fassbender;j.fassbender@mail.xyz
Liv Fassbender, Sekundar;CN=liv.fassbender,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Liv;liv.fassbender;user;62832d5a-cce1-4d2a-a029-9ae90dabf4e9;liv.fassbender;Fassbender;l.fassbender@mail.xyz
Ronja Fast, Sekundar;CN=ronja.fast,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ronja;ronja.fast;user;606e9b6b-526e-455f-9713-b1b1e6163dc8;ronja.fast;Fast;ronja.fast@mail.xyz
Maxim Faulhaber, Sekundar;CN=maxim.faulhaber,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maxim;maxim.faulhaber;user;5309b1e8-81f2-4a50-8bc4-9f2f2ba47ea0;maxim.faulhaber;Faulhaber;m.faulhaber@mail.xyz
Samantha Faulhaber, Sekundar;CN=samantha.faulhaber,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Samantha;samantha.faulhaber;user;3e5b12b6-03a6-4b1e-ae31-cdfc31b607ab;samantha.faulhaber;Faulhaber;keineMailAddy
Aaron Fauser, Sekundar;CN=aaron.fauser,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Aaron;aaron.fauser;user;7babc20b-9606-45da-9905-3c58ef863350;aaron.fauser;Fauser;keineMailAddy
Colin Fauser, Sekundar;CN=colin.fauser,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Colin;colin.fauser;user;31f9cc93-b6a5-462c-8d50-79b44b591ead;colin.fauser;Fauser;keineMailAddy
Judith Fauser, Sekundar;CN=judith.fauser,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Judith;judith.fauser;user;50153701-3ada-460f-8977-492329a4792a;judith.fauser;Fauser;j.fauser@mail.xyz
Louis Fauser, Sekundar;CN=louis.fauser,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Louis;louis.fauser;user;ce433bdf-13e1-4d62-b8b4-4dae1021a2a5;louis.fauser;Fauser;l.fauser@mail.xyz
Jacob Faust, Sekundar;CN=jacob.faust,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jacob;jacob.faust;user;34f88193-0d82-4cad-abb4-2f9e03325c0d;jacob.faust;Faust;j.faust@mail.xyz
Thorsten Faust, Sekundar;CN=thorsten.faust,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Thorsten;thorsten.faust;user;1ecfd94f-dfda-4738-aac6-cd0a967769c2;thorsten.faust;Faust;keineMailAddy
Hans Fechner, Sekundar;CN=hans.fechner,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hans;hans.fechner;user;1e76f241-e75c-4e74-9730-49491cd80e1e;hans.fechner;Fechner;hans.fechner@mail.xyz
Lya Fehr, Sekundar;CN=lya.fehr,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lya;lya.fehr;user;7fa4b8f5-1471-4c9f-bb82-304c6ff70448;lya.fehr;Fehr;lya.fehr@mail.xyz
Claas Fehrenbach, Sekundar;CN=claas.fehrenbach,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Claas;claas.fehrenbach;user;43914e72-16ba-43e4-971a-70ea5321fee8;claas.fehrenbach;Fehrenbach;c.fehrenbach@mail.xyz
Heinrich Fehrenbach, Sekundar;CN=heinrich.fehrenbach,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Heinrich;heinrich.fehrenbach;user;49c5c93a-4fa9-4163-bf5e-f7addddef787;heinrich.fehrenbach;Fehrenbach;heinrich.fehrenbach@mail.xyz
Paul Feierabend, Sekundar;CN=paul.feierabend,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Paul;paul.feierabend;user;6ade300d-6975-48c3-8ea0-3c11766f59d6;paul.feierabend;Feierabend;paul.feierabend@mail.xyz
Joy Feiler, Sekundar;CN=joy.feiler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joy;joy.feiler;user;c3fd9b7a-7608-4a08-9f83-539dfc6c4476;joy.feiler;Feiler;j.feiler@mail.xyz
Maren Feist, Sekundar;CN=maren.feist,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maren;maren.feist;user;f6a0230b-100d-499f-a519-07a09be5936c;maren.feist;Feist;keineMailAddy
Richard Felber, Sekundar;CN=richard.felber,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Richard;richard.felber;user;d272a0cd-a227-4ddd-a3e6-39b08bcb2c91;richard.felber;Felber;r.felber@mail.xyz
Brigitte Felder, Sekundar;CN=brigitte.felder,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Brigitte;brigitte.felder;user;6f9e80b0-5126-4d7e-af33-c2352cf8fd78;brigitte.felder;Felder;keineMailAddy
Helmuth Feldhaus, Sekundar;CN=helmuth.feldhaus,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Helmuth;helmuth.feldhaus;user;5a4ecc7e-bedc-442e-acab-11defe6b2645;helmuth.feldhaus;Feldhaus;keineMailAddy
Alexandra Feldmann, Sekundar;CN=alexandra.feldmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alexandra;alexandra.feldmann;user;f7c51ddf-a132-4203-98e7-4b4d65b55e25;alexandra.feldmann;Feldmann;a.feldmann@mail.xyz
Vincent Feldmann, Sekundar;CN=vincent.feldmann,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Vincent;vincent.feldmann;user;964ebc7d-ed2f-4927-bcf6-0828c6785925;vincent.feldmann;Feldmann;keineMailAddy
Milena Fell, Sekundar;CN=milena.fell,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Milena;milena.fell;user;540ac781-a837-4fc2-90b9-0ec8d891019f;milena.fell;Fell;milena.fell@mail.xyz
Teresa Fell, Sekundar;CN=teresa.fell,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Teresa;teresa.fell;user;89921b40-bcb9-4441-beea-5dfa19035a5d;teresa.fell;Fell;t.fell@mail.xyz
Helmut Feller, Sekundar;CN=helmut.feller,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Helmut;helmut.feller;user;80278df6-711b-44d8-bc04-feaf2f82ff6b;helmut.feller;Feller;helmut.feller@mail.xyz
Mark Fels, Sekundar;CN=mark.fels,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mark;mark.fels;user;93c0fc27-6ce5-487a-8c09-29b982818285;mark.fels;Fels;m.fels@mail.xyz
Niko Fels, Sekundar;CN=niko.fels,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Niko;niko.fels;user;c7021b85-69b7-4308-97f0-e510fc6135ae;niko.fels;Fels;n.fels@mail.xyz
Tara Felten, Sekundar;CN=tara.felten,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Tara;tara.felten;user;44fc494c-313a-45d8-a418-d9dc1896d242;tara.felten;Felten;tara.felten@mail.xyz
Fabian Fendt, Sekundar;CN=fabian.fendt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Fabian;fabian.fendt;user;7c5eb201-6a5e-40a6-a528-99e0cebff262;fabian.fendt;Fendt;fabian.fendt@mail.xyz
Sabine Fendt, Sekundar;CN=sabine.fendt,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sabine;sabine.fendt;user;c888e455-73f1-40e3-8ff2-1791089f4491;sabine.fendt;Fendt;s.fendt@mail.xyz
Inge Fenner, Sekundar;CN=inge.fenner,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Inge;inge.fenner;user;140e09b3-9f2f-47a7-bb8b-754ea0c65d11;inge.fenner;Fenner;inge.fenner@mail.xyz
Isabel Fenner, Sekundar;CN=isabel.fenner,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Isabel;isabel.fenner;user;8b8d20c0-afe1-4c18-b6cd-78c400eb8278;isabel.fenner;Fenner;i.fenner@mail.xyz
Christa Fenske, Sekundar;CN=christa.fenske,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Christa;christa.fenske;user;3bc5497d-d3fc-4f1d-bfbe-60b4b02e0343;christa.fenske;Fenske;christa.fenske@mail.xyz
Quentin Ferstl, Sekundar;CN=quentin.ferstl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Quentin;quentin.ferstl;user;242ecc3c-e699-4dc1-8681-5f08190f9fcf;quentin.ferstl;Ferstl;q.ferstl@mail.xyz
Stefanie Ferstl, Sekundar;CN=stefanie.ferstl,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Stefanie;stefanie.ferstl;user;29436f12-7114-4dcc-a0dd-c90c3ad8c22a;stefanie.ferstl;Ferstl;keineMailAddy
Mathias Fett, Sekundar;CN=mathias.fett,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mathias;mathias.fett;user;3a9f97e8-2acc-4df0-a805-2a2555ee4822;mathias.fett;Fett;m.fett@mail.xyz
Werner Fett, Sekundar;CN=werner.fett,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Werner;werner.fett;user;91b350e4-eade-49e2-a950-e43c2908fa95;werner.fett;Fett;werner.fett@mail.xyz
Henry Fey, Sekundar;CN=henry.fey,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Henry;henry.fey;user;48c76f08-bfee-4bde-a7f6-06db119cd52e;henry.fey;Fey;h.fey@mail.xyz
Christa Fiedler, Sekundar;CN=christa.fiedler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Christa;christa.fiedler;user;16f30042-8e40-417c-a5e3-ea30b6f78c68;christa.fiedler;Fiedler;keineMailAddy
Melissa Fiedler, Sekundar;CN=melissa.fiedler,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Melissa;melissa.fiedler;user;0f1fd127-b09a-4ead-90bf-334e8241bc78;melissa.fiedler;Fiedler;m.fiedler@mail.xyz
Margot Fink, Sekundar;CN=margot.fink,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Margot;margot.fink;user;aedc3504-1749-4da2-9d10-f1178d28f281;margot.fink;Fink;margot.fink@mail.xyz
Claas Finke, Sekundar;CN=claas.finke,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Claas;claas.finke;user;b494983d-ad39-498c-a90e-5c46d8d4e65e;claas.finke;Finke;c.finke@mail.xyz
Ronja Finke, Sekundar;CN=ronja.finke,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ronja;ronja.finke;user;9ca503da-ac8d-4b9f-b0f4-35a00db9a33c;ronja.finke;Finke;r.finke@mail.xyz
Bjoern Fischer, Sekundar;CN=bjoern.fischer,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bjoern;bjoern.fischer;user;67d0f730-81b1-4425-b68d-f48813ac38dd;bjoern.fischer;Fischer;keineMailAddy
Martina Fascher, Sekundar;CN=martina.fascher,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Martina;martina.fascher;user;1dd4f2e0-661f-4f87-8797-b065f2aff731;martina.fascher;Fascher;m.fischer@mail.xyz
Martina Fischer, Sekundar;CN=martina.fischer,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Martina;martina.fischer;user;4b838410-6557-4c8d-b5f3-313594fc1215;martina.fischer;Fischer;martina.fischer@mail.xyz
Horst Fisher, Sekundar;CN=horst.fisher,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Horst;horst.fisher;user;0aa864d0-bbdc-4d24-bdef-3c686322a051;horst.fisher;Fisher;h.fisher@mail.xyz
Juergen Fitzgerald, Sekundar;CN=juergen.fitzgerald,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Juergen;juergen.fitzgerald;user;d85880a9-3171-4c63-80ef-b27556ebdd90;juergen.fitzgerald;Fitzgerald;juergen.fitzgerald@mail.xyz
Maria Fitzgerald, Sekundar;CN=maria.fitzgerald,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maria;maria.fitzgerald;user;5b789622-1fa2-4b6a-abfe-20b648ca0faa;maria.fitzgerald;Fitzgerald;maria.fitzgerald@mail.xyz
Ruediger Fitzgerald, Sekundar;CN=ruediger.fitzgerald,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ruediger;ruediger.fitzgerald;user;ba2c1d56-984a-4d90-bebd-cbfb00727cc7;ruediger.fitzgerald;Fitzgerald;ruediger.fitzgerald@mail.xyz
Luk Flame, Sekundar;CN=luk.flame,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Luk;luk.flame;user;d2a065db-386b-4eed-8fda-42c15fb3f9cb;luk.flame;Flame;luk.flame@mail.xyz
Mina Flame, Sekundar;CN=mina.flame,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mina;mina.flame;user;6a876a6b-802c-4acc-9a4c-d9ebd277c6c9;mina.flame;Flame;mina.flame@mail.xyz
Elke Fleck, Sekundar;CN=elke.fleck,OU=ab-2008,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Elke;elke.fleck;user;a8875a1d-f826-4a6b-841d-ccdf3dc313a7;elke.fleck;Fleck;e.fleck@mail.xyz
